SK_ID_CURR,TARGET,CODE_GENDER,AMT_CREDIT,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_ID_PUBLISH,OCCUPATION_TYPE,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,FLOORSMAX_AVG,FLOORSMAX_MODE,FLOORSMAX_MEDI,TOTALAREA_MODE,DAYS_LAST_PHONE_CHANGE
146381,0,F,536917.5,463500.0,Working,Secondary / secondary special,-19589,-11126,-3093,Core staff,2,2,Business Entity Type 2,0.929414928876648,0.5307198960473538,0.7062051096536562,0.3333,0.3333,0.3333,0.0586,-240.0
146382,0,M,1800000.0,1800000.0,Commercial associate,Higher education,-15881,-126,-4284,,2,2,Business Entity Type 2,,0.6629333394199787,0.5989262182569273,0.625,0.625,0.625,0.2197,-1180.0
146383,0,M,675000.0,675000.0,Working,Higher education,-21071,-320,-1619,Managers,2,2,Business Entity Type 3,0.7483073023749217,0.5989263098383664,0.3123653692278984,,,,,-1548.0
146387,1,F,135000.0,135000.0,Commercial associate,Secondary / secondary special,-13581,-415,-1821,Sales staff,2,2,Business Entity Type 1,0.4095576732665208,0.3967567334357113,,,,,,0.0
146389,0,F,254700.0,225000.0,Pensioner,Secondary / secondary special,-24659,365243,-4581,,2,2,XNA,,0.6288532878753194,0.7992967832109371,0.3333,0.3333,0.3333,0.2131,-326.0
146390,0,F,225000.0,225000.0,State servant,Secondary / secondary special,-11687,-3087,-4108,Core staff,2,2,Kindergarten,,0.6822110370329325,0.6610235391308081,,,,,-1967.0
146391,0,F,450000.0,450000.0,Working,Secondary / secondary special,-13274,-372,-3861,Security staff,2,2,Other,,0.0993679974885041,0.3170317785834444,,,,,-334.0
146392,0,F,1082214.0,945000.0,State servant,Secondary / secondary special,-16346,-6571,-4149,Managers,2,2,Postal,,0.5836231815359123,0.1694287272664794,0.1667,0.1667,0.1667,0.0705,-2312.0
146393,0,M,760225.5,679500.0,Working,Secondary / secondary special,-10994,-657,-3611,Sales staff,2,2,Self-employed,0.2492905569250099,0.4069956683017017,0.7862666146611379,,,,,-1563.0
146394,0,F,1546020.0,1350000.0,Commercial associate,Secondary / secondary special,-16429,-6167,-5551,Medicine staff,2,2,Kindergarten,,0.6525369393651801,0.6161216908872079,,,,,-1740.0
146395,0,F,1115383.5,1026000.0,Working,Secondary / secondary special,-21534,-541,-4654,Medicine staff,1,1,Services,0.8541947119933029,0.6295063414387385,0.7238369900414456,,,,,0.0
146396,1,M,781920.0,675000.0,Working,Secondary / secondary special,-20495,-222,-4004,Security staff,2,2,Security,0.4440235790003902,0.681499481439015,0.5884877883422673,,,,,-415.0
146397,0,F,135000.0,135000.0,Commercial associate,Secondary / secondary special,-12240,-217,-3451,,2,2,Business Entity Type 3,0.2635034109910978,0.6133287053354435,0.2678689358444539,0.0,0.0,0.0,0.0017,-9.0
146398,0,M,447768.0,405000.0,Commercial associate,Incomplete higher,-9269,-478,-1949,,2,2,Business Entity Type 3,0.2783665224189231,0.0160745558347861,,0.6667,0.6667,0.6667,0.2372,-1484.0
146399,0,F,568800.0,450000.0,State servant,Secondary / secondary special,-13852,-2601,-4479,High skill tech staff,2,2,Industry: type 7,,0.5895359197228156,,,,,,-2177.0
146400,0,F,560664.0,468000.0,Working,Secondary / secondary special,-19316,-6039,-2820,Core staff,3,3,Medicine,,0.3883253290639769,0.2103502286944494,0.1667,0.1667,0.1667,0.1422,-1978.0
146401,0,F,715095.0,675000.0,Commercial associate,Secondary / secondary special,-18117,-2325,-1649,Sales staff,2,2,Cleaning,0.7062692079276197,0.3630266098813311,0.6769925032909132,,,,,-682.0
146402,0,F,855882.0,765000.0,State servant,Secondary / secondary special,-20763,-9585,-4176,Medicine staff,2,2,Medicine,,0.6899815476661695,0.7076993447402619,0.3542,0.3333,0.3542,0.0551,0.0
146403,1,F,178290.0,157500.0,Working,Secondary / secondary special,-9964,-1232,-1155,Sales staff,2,2,Self-employed,,0.5008765859312403,0.3154721549257734,,,,,-535.0
146405,0,F,218938.5,189000.0,Working,Secondary / secondary special,-19503,-2354,-3039,,2,2,Business Entity Type 3,,0.5743270819709159,0.6380435278721609,0.3333,0.3333,0.3333,0.1779,-1695.0
146406,0,M,625536.0,540000.0,Commercial associate,Incomplete higher,-9593,-2122,-1135,,2,2,Other,0.6298751822499778,0.1428762434292697,0.1500851762342935,,,,,-1795.0
146407,0,F,468333.0,382500.0,Working,Secondary / secondary special,-17564,-4568,-1116,Sales staff,2,2,Business Entity Type 3,,0.4047809226711041,0.2431864804420123,,,,,-1733.0
146408,0,M,211500.0,211500.0,Working,Secondary / secondary special,-17186,-2315,-670,,2,2,Self-employed,,0.5521786131697133,0.722392890081304,,,,,-445.0
146410,0,F,382500.0,382500.0,Working,Secondary / secondary special,-11723,-360,-1940,,2,1,Trade: type 3,0.3643868371884972,0.1920614298853278,,0.6667,0.6667,0.6667,0.5146,-204.0
146411,0,F,495000.0,495000.0,Working,Secondary / secondary special,-14583,-1654,-6047,Laborers,2,2,Medicine,,0.5754066355115252,0.3740208032583212,0.125,0.125,0.125,0.0285,-513.0
146412,0,F,755190.0,675000.0,Working,Higher education,-13567,-997,-5301,Managers,2,2,Other,0.3874731696894592,0.5716840181170981,0.5937175866150576,0.3333,0.3333,0.3333,0.1828,-2891.0
146414,0,M,450000.0,450000.0,Working,Secondary / secondary special,-10204,-223,-2885,Laborers,2,2,Construction,0.1370341196981126,0.7355725738443579,,0.3333,0.3333,0.3333,0.0784,-1738.0
146415,0,F,327024.0,270000.0,Working,Secondary / secondary special,-18725,-9323,-2265,,2,2,Housing,,0.6925949074156876,0.6925590674998008,,,,,-2694.0
146416,0,F,781920.0,675000.0,Commercial associate,Incomplete higher,-15936,-2100,-2802,Sales staff,2,2,Other,0.7443848198231916,0.6694736942712936,0.7675231046555077,0.1667,0.1667,0.1667,0.0325,-2321.0
146417,0,M,785398.5,702000.0,Commercial associate,Higher education,-14619,-5438,-5135,Laborers,2,2,Business Entity Type 3,,0.4938628680119328,0.7826078370261895,,,,,-2654.0
146418,0,M,688500.0,688500.0,Working,Secondary / secondary special,-15230,-786,-1091,Laborers,2,2,Business Entity Type 3,,0.3293741799079984,0.5406544504453575,,,,,-4.0
146419,0,F,552555.0,477000.0,Working,Secondary / secondary special,-14571,-3520,-4127,Laborers,1,1,Business Entity Type 3,0.802740847480327,0.7240129605103759,0.7032033049040319,0.3333,0.3333,0.3333,0.1652,-1801.0
146420,0,M,270000.0,90000.0,Working,Secondary / secondary special,-8597,-1663,-1267,Drivers,2,2,Business Entity Type 2,,0.479807226261845,0.4489622731076524,0.1667,0.1667,0.1667,0.0555,-262.0
146422,0,F,450000.0,450000.0,Working,Higher education,-15300,-2247,-2317,Accountants,2,1,Business Entity Type 3,0.6454585420616115,0.6559155556236697,0.7366226976503176,,,,,-1289.0
146423,0,F,679500.0,679500.0,Commercial associate,Secondary / secondary special,-20134,-4088,-2985,,2,2,Business Entity Type 3,,0.5839526108445331,,0.3333,0.3333,0.3333,0.2615,-582.0
146424,0,M,241618.5,229500.0,Working,Secondary / secondary special,-16282,-1589,-4166,Drivers,3,3,Business Entity Type 3,,0.5214735662378446,,,,,,-1658.0
146425,1,F,225000.0,225000.0,Working,Secondary / secondary special,-10833,-3824,-3077,,2,2,Industry: type 11,0.2116855137505564,0.3450953505769278,0.326475210066026,0.0417,0.0417,0.0417,0.0124,-1728.0
146426,0,M,862560.0,720000.0,Working,Secondary / secondary special,-11825,-2864,-4181,,2,2,Government,0.1502717693073842,0.5058894576929346,0.3893387918468769,0.625,0.625,0.625,0.1825,-675.0
146427,0,F,675000.0,675000.0,Working,Secondary / secondary special,-10657,-890,-1815,Waiters/barmen staff,2,2,Other,0.5943281481583271,0.638103741666334,0.5937175866150576,,,,,-1049.0
146429,0,M,284400.0,225000.0,State servant,Incomplete higher,-8267,-414,-769,Core staff,3,3,Military,,0.0365614607970975,0.22009464485041,,,,,-166.0
146430,1,F,486000.0,486000.0,Working,Secondary / secondary special,-13429,-649,-4579,Sales staff,2,2,Trade: type 3,0.1162549892299064,0.5638222543206534,0.2608559142068693,,,,,-263.0
146431,0,F,1293502.5,1129500.0,Working,Higher education,-15267,-6198,-1656,High skill tech staff,3,3,Military,0.377360970455406,0.4230324355425356,0.4776491548517548,0.0417,0.0417,0.0417,0.0064,-1544.0
146432,0,F,1078200.0,900000.0,Commercial associate,Secondary / secondary special,-17141,-3313,-682,Laborers,2,2,Self-employed,0.7524021222078626,0.5833999772839324,,,,,,-1393.0
146433,0,M,269550.0,225000.0,Working,Secondary / secondary special,-14361,-3573,-4995,Laborers,2,2,Business Entity Type 3,0.8150983371819172,0.765679083492351,0.4992720153045617,,,,,-1944.0
146434,0,M,225000.0,225000.0,Working,Higher education,-18058,-365,-1343,,2,2,Business Entity Type 2,,0.7849489684715455,0.6801388218428291,,,,,-2290.0
146435,0,F,473760.0,450000.0,Working,Incomplete higher,-9620,-2409,-2275,,2,2,Business Entity Type 3,0.3161487022771731,0.5160307919959543,0.1624419982223248,,,,,-1676.0
146436,0,F,50940.0,45000.0,Working,Incomplete higher,-12170,-2332,-729,,2,2,Self-employed,0.7123003787065738,0.5540271998729357,,,,,,-1544.0
146437,0,F,225000.0,225000.0,State servant,Incomplete higher,-12306,-994,-889,Core staff,2,2,Government,0.8483375233805057,0.7078413458879441,0.3474182272002641,0.1667,0.1667,0.1667,0.0512,-727.0
146438,1,F,344043.0,297000.0,Working,Incomplete higher,-11229,-621,-3418,Sales staff,3,3,Business Entity Type 3,0.4735642059409057,0.5565598120654718,,,,,,-435.0
146439,0,F,781920.0,675000.0,Commercial associate,Higher education,-14127,-2663,-2555,Realty agents,2,2,Business Entity Type 3,0.4028778172847629,0.7149304139385761,0.5100895276257282,,,,,-1237.0
146440,0,F,269550.0,225000.0,State servant,Higher education,-10754,-937,-3397,Secretaries,2,2,Security Ministries,0.4567665059289463,0.6701942813242516,0.4596904504249018,0.1667,0.1667,0.1667,0.0849,-803.0
146441,0,F,634500.0,634500.0,State servant,Higher education,-17371,-8486,-921,Core staff,2,2,School,,0.6094059934141054,0.228883416700673,,,,,-87.0
146442,0,F,247675.5,229500.0,Working,Secondary / secondary special,-18175,-1932,-1736,Cleaning staff,2,2,School,0.7880644266070057,0.7176456326555896,0.6738300778602003,,,,0.0135,-1354.0
146443,0,F,247500.0,247500.0,Pensioner,Secondary / secondary special,-20059,365243,-3615,,2,2,XNA,,0.5676956866622298,0.7490217048463391,,,,,-1206.0
146444,0,F,595903.5,481500.0,Pensioner,Secondary / secondary special,-22661,365243,-4191,,2,2,XNA,,0.6214538737045564,0.7826078370261895,,,,,0.0
146445,0,M,900000.0,900000.0,Working,Secondary / secondary special,-12732,-316,-4404,Laborers,2,2,Mobile,,0.6966767273125816,0.6577838002083306,0.1667,0.1667,0.1667,0.0328,-21.0
146446,0,M,360000.0,360000.0,Commercial associate,Higher education,-9468,-496,-2144,Managers,2,2,Business Entity Type 3,,0.4627376683889204,0.2032521136204725,,,,,-234.0
146447,0,F,298512.0,270000.0,Commercial associate,Secondary / secondary special,-15090,-8146,-4317,Cooking staff,2,2,School,,0.6098795586082937,0.6785676886853644,0.1667,0.1667,0.1667,0.0551,0.0
146448,0,F,143910.0,135000.0,Pensioner,Lower secondary,-23174,365243,-4193,,2,2,XNA,,0.4935075764933433,,,,,,-904.0
146449,0,F,942300.0,675000.0,Commercial associate,Secondary / secondary special,-23501,-10988,-4246,,1,1,Postal,,0.5551885618115047,0.6363761710860439,,,,,-6.0
146450,0,M,1711764.0,1530000.0,Working,Secondary / secondary special,-15535,-7725,-4433,Laborers,3,1,Other,,0.5955071809231283,0.520897599048938,,,,,-222.0
146452,0,F,1042560.0,900000.0,Working,Higher education,-14326,-807,-4530,Accountants,2,2,Transport: type 4,0.7201315393548353,0.490539816356827,0.324891229465852,,,,0.0577,-2497.0
146453,0,M,490495.5,454500.0,State servant,Higher education,-19229,-1068,-1877,Managers,2,2,School,0.7405939676172969,0.6289043246811542,0.3170317785834444,0.1667,0.1667,0.1667,0.0743,-974.0
146454,0,F,375322.5,324000.0,Working,Secondary / secondary special,-18604,-592,-2166,High skill tech staff,2,2,Culture,,0.6885905804146203,0.7209441499436497,,,,,-1496.0
146455,0,F,486265.5,459000.0,Pensioner,Higher education,-22949,365243,-5352,,2,2,XNA,,0.4229043442739037,0.5814837058057234,,,,,-393.0
146456,0,F,191880.0,180000.0,Commercial associate,Higher education,-10125,-581,-240,Laborers,2,2,Business Entity Type 3,0.3775520669455667,0.6857418813380645,,,,,,0.0
146457,0,F,877500.0,877500.0,Commercial associate,Secondary / secondary special,-17041,-3562,-578,,2,2,Business Entity Type 3,,0.2975813912063018,0.7194907850918436,0.1667,0.1667,0.1667,0.0706,-295.0
146459,0,F,180000.0,180000.0,State servant,Secondary / secondary special,-15769,-8879,-4583,Managers,2,2,Postal,0.6323241384936149,0.64828577108301,0.8128226070575616,,,,,-1511.0
146460,0,M,675000.0,675000.0,Working,Secondary / secondary special,-11429,-4264,-4001,Laborers,1,1,Transport: type 4,0.2551068105087741,0.625601480520147,0.7338145369642702,0.1667,0.1667,0.1667,0.0545,-1717.0
146461,0,M,225000.0,225000.0,Working,Secondary / secondary special,-11744,-545,-4210,Drivers,2,2,Government,0.5745176044055087,0.5264914963742461,0.434733248750173,0.0417,0.0417,0.0417,0.0138,-3316.0
146462,0,F,808650.0,675000.0,Pensioner,Higher education,-21513,365243,-2904,,2,2,XNA,,0.4105206436334103,0.2608559142068693,,,,,-534.0
146463,0,F,986553.0,823500.0,Pensioner,Higher education,-22259,365243,-4858,,2,2,XNA,,0.6563694608848014,0.6848276586890367,0.1667,0.1667,0.1667,0.0878,-1727.0
146464,0,M,212656.5,193500.0,Pensioner,Secondary / secondary special,-20768,365243,-2132,,2,2,XNA,,0.1377618864343381,,,,,,0.0
146465,0,F,956574.0,855000.0,Working,Secondary / secondary special,-18849,-5951,-2134,Sales staff,1,1,Trade: type 3,0.04889775424591,0.7378672233302302,0.5172965813614878,0.2083,0.2083,0.2083,0.0603,-1983.0
146467,0,F,115128.0,108000.0,Commercial associate,Secondary / secondary special,-18051,-2270,-1586,Accountants,2,2,Business Entity Type 1,,0.6375581830976988,0.7726311345553628,0.0417,0.0417,0.0417,0.0131,-812.0
146468,0,F,912541.5,693000.0,Working,Higher education,-11179,-809,-407,Accountants,3,3,Construction,0.200031922497336,0.4961587315067511,0.178760465484575,0.1667,0.1667,0.1667,0.0311,-1290.0
146469,0,M,180000.0,180000.0,Commercial associate,Secondary / secondary special,-9356,-1418,-544,Drivers,2,2,Self-employed,0.1500112214423838,0.4973176635304145,0.3233112448967859,,,,,-928.0
146470,0,F,573628.5,463500.0,Working,Higher education,-10527,-1177,-2889,Core staff,3,3,School,0.2845805753815588,0.2461723989742365,,,,,,0.0
146471,0,F,225000.0,225000.0,Pensioner,Higher education,-24742,365243,-4970,,2,2,XNA,,0.3222031843401029,0.5190973382084597,0.1667,0.1667,0.1667,0.086,-739.0
146472,0,M,188460.0,135000.0,Working,Higher education,-16857,-746,-387,Drivers,2,2,Business Entity Type 3,0.4898431982893784,0.162144567666238,,0.125,0.125,0.125,0.0408,-742.0
146473,0,F,1006920.0,900000.0,State servant,Higher education,-17216,-2859,-751,Laborers,1,1,Medicine,,0.7334318695338781,0.4031416766587513,,,,,-2689.0
146474,0,F,292500.0,292500.0,Working,Secondary / secondary special,-15747,-7839,-5063,Laborers,2,2,Business Entity Type 1,,0.2824682104628916,0.5814837058057234,,,,,-1955.0
146475,0,F,808650.0,675000.0,Working,Higher education,-17027,-1800,-587,Core staff,2,2,Kindergarten,0.7359379097927933,0.4527832772746842,0.7503751495159068,,,,,-2161.0
146477,0,F,398160.0,315000.0,Working,Secondary / secondary special,-15012,-2913,-3851,Sales staff,3,3,Business Entity Type 3,0.5870812139544843,0.5385760204056297,0.1929422277169508,,,,,-2083.0
146478,0,F,808650.0,675000.0,Pensioner,Secondary / secondary special,-21129,365243,-3882,,3,3,XNA,,0.6294706397870851,,,,,,-730.0
146479,0,M,1125000.0,1125000.0,Working,Secondary / secondary special,-13675,-1498,-3976,Drivers,2,2,Construction,,0.4496643227337678,0.2925880073368475,,,,,-1396.0
146480,0,M,180000.0,180000.0,Commercial associate,Secondary / secondary special,-13812,-5389,-1358,Laborers,3,3,Self-employed,0.5313639502169545,0.5739314239714868,,,,,,-517.0
146481,1,F,781920.0,675000.0,Commercial associate,Secondary / secondary special,-14122,-3171,-5869,High skill tech staff,1,1,Self-employed,0.6455819262225521,0.7228666727641787,0.4848514754962666,0.4583,0.4583,0.4583,0.1527,-2877.0
146482,0,F,1236816.0,1080000.0,Working,Secondary / secondary special,-13732,-4375,-1880,High skill tech staff,2,2,Industry: type 3,0.0531489706859707,0.6328051199390397,0.1455428133497032,,,,,-2.0
146483,1,F,1019299.5,837000.0,Working,Secondary / secondary special,-13507,-2389,-5396,Sales staff,2,2,Business Entity Type 3,,0.1491468640206347,,,,,,0.0
146484,0,M,640080.0,450000.0,State servant,Higher education,-13247,-6350,-4396,Core staff,2,2,Government,0.2592932059353581,0.6085780608005347,0.7394117535524816,,,,,-2319.0
146488,0,M,263686.5,238500.0,Working,Secondary / secondary special,-11788,-2796,-1179,Laborers,2,2,Business Entity Type 3,0.1526586416194009,0.6536071140282623,0.6178261467332483,0.0417,0.0417,0.0417,0.0145,-1864.0
146489,0,M,247500.0,247500.0,Working,Secondary / secondary special,-9375,-1263,-2057,,2,2,Business Entity Type 3,0.1748506251902958,0.5925487247512586,0.520897599048938,0.2083,0.2083,0.2083,0.2854,-1805.0
146490,0,F,445500.0,445500.0,Working,Secondary / secondary special,-17945,-4125,-1477,,2,2,Bank,,0.2653117484731741,0.6925590674998008,0.1667,0.1667,0.1667,0.0807,0.0
146491,0,F,225000.0,225000.0,Pensioner,Secondary / secondary special,-24716,365243,-4039,,2,2,XNA,,0.5224502522703843,0.8171723992791566,0.3333,0.3333,0.3333,0.3704,-414.0
146492,0,F,942300.0,675000.0,Commercial associate,Secondary / secondary special,-20463,-180,-3615,,2,2,Other,0.7980510385593378,0.6392290920862395,0.5298898341969072,0.3333,0.3333,0.3333,0.0891,-1813.0
146493,0,F,528633.0,472500.0,State servant,Higher education,-18385,-2614,-1942,,2,2,Other,0.4245633484650837,0.5643760902210786,,,,,,0.0
146494,0,F,675000.0,675000.0,Commercial associate,Secondary / secondary special,-15022,-235,-4516,Sales staff,2,2,Self-employed,0.4077377098977493,0.493414655163384,0.0963186927645401,,,,,-520.0
146495,0,F,598486.5,454500.0,Working,Higher education,-14845,-356,-4278,Core staff,2,2,Trade: type 7,,0.6927671439004114,,,,,,-452.0
146496,0,F,835380.0,675000.0,Working,Secondary / secondary special,-15986,-1158,-4655,Laborers,2,2,Business Entity Type 3,,0.3821728387311088,0.7597121819739279,,,,,-981.0
